"ID",Page,Sub Menu,Feature,Bobot,Test,Action,Step,Expected Result,Actual Result,Status,Progress,Remarks of Test
D-046,Scan-to-Order,QRIS Payment,,7.14%,[Confirm Change Payment Cancel] Verifikasi fungsi tombol Cancel pada popup konfirmasi perubahan pembayaran,,"Prerequisite: Buka popup konfirmasi perubahan metode pembayaran pada halaman QRIS Payment

Steps:
- Tekan tombol Cancel pada popup 
- Periksa perubahan tampilan setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa status pembayaran pada halaman","- Popup ditutup setelah tombol Cancel ditekan 
- Halaman QRIS Payment tetap ditampilkan 
- Informasi pembayaran tetap terlihat 
- Sistem tetap stabil tanpa error",,TBA,0,[Actual Result: untuk saat ini masih fokus QRIS dulu]
D-047,Scan-to-Order,QRIS Payment,,7.14%,[QR Code Download Success] Verifikasi notifikasi berhasil mengunduh QR Code,,"Prerequisite: Buka halaman QRIS Payment pada Scan-to-Order

Steps:
- Tekan tombol Download QR Code 
- Periksa respons sistem setelah tombol ditekan 
- Periksa notifikasi yang muncul pada layar 
- Periksa file QR Code yang diunduh","- QR Code berhasil diunduh ke perangkat 
- Notifikasi QRIS Code Successfully Downloaded ditampilkan 
- File QR Code dapat disimpan oleh pengguna 
- Proses unduhan berjalan tanpa error",As Expected,DONE,100,
D-048,Scan-to-Order,QRIS Payment,,7.14%,[Payment Processing State] Verifikasi tampilan proses pembayaran,,"Prerequisite: Selesaikan proses pembayaran melalui aplikasi pembayaran

Steps:
- Lakukan pembayaran dengan memindai QR Code 
- Periksa tampilan setelah pembayaran dikirim 
- Periksa status proses pembayaran 
- Periksa perubahan halaman","- Sistem menampilkan status Processing Your Payment 
- Sistem menunggu konfirmasi pembayaran dari gateway 
- Halaman tidak dapat ditutup selama proses berlangsung 
- Tampilan tetap stabil tanpa error",As Expected,DONE,100,[Actual Result: saat ini harus click button check status pembayaran untuk merefresh status]
D-049,Scan-to-Order,Payment Success,,8.33%,[Payment Success Display] Verifikasi tampilan halaman Payment Successful,,"Prerequisite: Selesaikan proses pembayaran hingga transaksi berhasil

Steps:
- Periksa halaman yang ditampilkan setelah pembayaran selesai 
- Periksa status pembayaran pada halaman 
- Periksa nilai total pembayaran yang ditampilkan 
- Periksa informasi tambahan pada halaman","- Halaman Payment Successful ditampilkan 
- Status pembayaran berhasil terlihat jelas 
- Nilai total pembayaran ditampilkan dengan benar 
- Tampilan halaman tersusun rapi dan mudah dibaca",As Expected,DONE,100,
D-050,Scan-to-Order,Payment Success,,8.33%,[Order Detail Display] Verifikasi tampilan informasi order pada halaman Payment Successful,,"Prerequisite: Buka halaman Payment Successful setelah pembayaran berhasil

Steps:
- Periksa bagian Order Details pada halaman 
- Periksa informasi nomor meja atau tipe order 
- Periksa informasi subtotal dan diskon 
- Periksa nilai total pembayaran yang ditampilkan","- Informasi nomor meja atau tipe order ditampilkan 
- Informasi subtotal dan diskon ditampilkan 
- Total pembayaran sesuai dengan transaksi 
- Informasi order tersusun rapi dan mudah dibaca",As Expected,DONE,100,Pajak 0 jika mencoba melakukan payment dengan Promo Code
D-051,Scan-to-Order,Payment Success,,8.33%,[Transaction Detail Display] Verifikasi tampilan informasi transaksi pada halaman Payment Successful,,"Prerequisite: Buka halaman Payment Successful

Steps:
- Periksa bagian Transaction Details 
- Periksa ID transaksi yang ditampilkan 
- Periksa metode pembayaran yang digunakan 
- Periksa nomor referensi dan tanggal transaksi","- ID transaksi ditampilkan dengan jelas 
- Metode pembayaran QRIS ditampilkan 
- Nomor referensi QRIS dan tanggal transaksi ditampilkan 
- Informasi transaksi mudah dibaca",As Expected,DONE,100,[Actual Result: format tanggal masih tidak konsisten]
D-052,Scan-to-Order,Payment Success,,8.33%,[Download Receipt Button] Verifikasi fungsi tombol Download Receipt,,"Prerequisite: Buka halaman Payment Successful

Steps:
- Tekan tombol Download Receipt 
- Periksa respons sistem setelah tombol ditekan 
- Periksa apakah file receipt berhasil diunduh 
- Periksa file yang tersimpan pada perangkat","- Sistem mengunduh bukti pembayaran 
- File receipt dapat disimpan oleh pengguna 
- File receipt dapat dibuka dengan normal 
- Proses unduhan berjalan tanpa error",As Expected,DONE,100,"[Actual Result: UI Freeze Setelah Klik Download Receipt, UI baru kembali normal ketika new tab PDF Receipt ditutup]"
D-053,Scan-to-Order,Payment Success,,8.33%,[Receipt Download Notification] Verifikasi notifikasi berhasil mengunduh receipt,,"Prerequisite: Buka halaman Payment Successful

Steps:
- Tekan tombol Download Receipt 
- Periksa notifikasi yang muncul pada layar 
- Periksa pesan notifikasi yang ditampilkan 
- Periksa status unduhan receipt","- Notifikasi Receipt Successfully Downloaded ditampilkan 
- Status unduhan berhasil terlihat jelas 
- File receipt berhasil diunduh 
- Sistem tetap stabil tanpa error",As Expected,DONE,100,"[Actual Result: Toast Receipt Terdownload Muncul Namun UI Freeze Setelah Klik Download Receipt, UI baru kembali normal ketika new tab PDF Receipt ditutup]"
D-054,Scan-to-Order,Payment Success,,8.33%,[Back to Menu Button] Verifikasi fungsi tombol Back to Menu,,"Prerequisite: Buka halaman Payment Successful

Steps:
- Tekan tombol Back to Menu 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa tampilan menu utama","- Sistem kembali ke halaman menu utama 
- Pengguna dapat kembali melakukan pemesanan 
- Halaman menu ditampilkan dengan normal 
- Navigasi halaman berjalan tanpa error",As Expected,DONE,100,
D-055,Scan-to-Order,QRIS Payment,,7.14%,[Payment Timeout Display] Verifikasi tampilan notifikasi pembayaran timeout,,"Prerequisite: Buka halaman QRIS Payment hingga waktu pembayaran habis

Steps:
- Periksa timer pembayaran hingga mencapai nol 
- Periksa tampilan popup yang muncul 
- Periksa pesan yang ditampilkan pada popup 
- Periksa opsi tindakan yang tersedia","- Popup Payment Time Has Ended ditampilkan 
- Pesan bahwa transaksi tidak dapat dilanjutkan ditampilkan 
- Informasi ditampilkan dengan jelas kepada pengguna 
- Tampilan popup stabil tanpa error",As Expected,DONE,100,
D-056,Scan-to-Order,QRIS Payment,,7.14%,[Reprocess Payment Button] Verifikasi fungsi tombol Reprocess Payment,,"Prerequisite: Buka popup Payment Time Has Ended pada halaman QRIS Payment

Steps:
- Tekan tombol Reprocess Payment 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa tampilan proses pembayaran","- Sistem memulai ulang proses pembayaran 
- Halaman QRIS Payment ditampilkan kembali 
- Informasi pembayaran tetap sesuai dengan pesanan 
- Proses berjalan tanpa error",As Expected,DONE,100,[Actual Result: gagal mereprocess payment]
D-057,Scan-to-Order,QRIS Payment,,7.14%,[Back to Menu After Timeout] Verifikasi fungsi tombol Back to Menu saat pembayaran timeout,,"Prerequisite: Buka popup Payment Time Has Ended pada halaman QRIS Payment

Steps:
- Tekan tombol Back to Menu 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa status pesanan pada sistem","- Sistem kembali ke halaman menu utama 
- Pesanan sebelumnya tidak diproses sebagai transaksi 
- Navigasi halaman berjalan tanpa error",As Expected,DONE,100,"[Actual Result: pop up muncul saat waktu pembayaran habis, jika di cancel, tidak ada cara untuk mereprocess QRIS]"
D-058,Scan-to-Order,Payment Method,,12.50%,[Select Virtual Account] Verifikasi pemilihan metode pembayaran Virtual Account,,"Prerequisite: Buka halaman Payment Method pada Scan-to-Order

Steps:
- Pilih metode pembayaran Virtual Account 
- Periksa perubahan tampilan setelah metode dipilih 
- Periksa indikator pilihan aktif 
- Periksa status metode pembayaran yang dipilih","- Metode pembayaran Virtual Account dapat dipilih 
- Indikator pilihan aktif muncul pada Virtual Account 
- Hanya satu metode pembayaran yang aktif 
- Pilihan metode pembayaran tersimpan dengan benar",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-059,Scan-to-Order,Payment Method,,12.50%,[Open Select Bank Page] Verifikasi perpindahan ke halaman Select Bank,,"Prerequisite: Buka halaman Payment Method dan pilih Virtual Account

Steps:
- Pilih metode pembayaran Virtual Account 
- Tekan tombol Select Payment 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan","- Sistem membuka halaman Select Bank 
- Daftar bank ditampilkan pada layar 
- Informasi pesanan tetap terbawa ke halaman berikutnya 
- Navigasi halaman berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-060,Scan-to-Order,Virtual Account Payment,,5.26%,[Bank List Display] Verifikasi tampilan daftar bank pada halaman Select Bank,,"Prerequisite: Buka halaman Select Bank pada Scan-to-Order

Steps:
- Periksa daftar bank yang ditampilkan pada halaman 
- Periksa ikon dan nama bank pada setiap opsi 
- Periksa tata letak daftar bank 
- Pastikan daftar bank dapat dipilih oleh pengguna","- Daftar bank seperti BCA Mandiri BNI BRI dan BSI ditampilkan 
- Setiap bank menampilkan ikon dan nama bank 
- Daftar bank tersusun rapi dan mudah dibaca 
- Pengguna dapat memilih bank tanpa kendala",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-061,Scan-to-Order,Virtual Account Payment,,5.26%,[Select Bank Option] Verifikasi pemilihan salah satu bank,,"Prerequisite: Buka halaman Select Bank pada Scan-to-Order

Steps:
- Pilih salah satu bank pada daftar 
- Periksa perubahan tampilan setelah bank dipilih 
- Periksa indikator pilihan aktif pada bank 
- Periksa status pilihan bank","- Bank yang dipilih ditandai sebagai pilihan aktif 
- Hanya satu bank dapat dipilih dalam satu waktu 
- Indikator pilihan terlihat jelas 
- Sistem menyimpan pilihan bank",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-062,Scan-to-Order,Virtual Account Payment,,5.26%,[Confirmation Button Active] Verifikasi tombol Confirmation aktif setelah memilih bank,,"Prerequisite: Buka halaman Select Bank pada Scan-to-Order

Steps:
- Pilih salah satu bank pada daftar 
- Periksa tombol Confirmation pada bagian bawah layar 
- Periksa status tombol setelah bank dipilih 
- Pastikan tombol dapat ditekan","- Tombol Confirmation aktif setelah bank dipilih 
- Tombol dapat ditekan oleh pengguna 
- Sistem memungkinkan pengguna melanjutkan pembayaran 
- Tampilan tombol jelas dan mudah diakses",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-063,Scan-to-Order,Virtual Account Payment,,5.26%,[Proceed Confirmation] Verifikasi fungsi tombol Confirmation,,"Prerequisite: Buka halaman Select Bank dan pilih salah satu bank

Steps:
- Pilih salah satu bank pada daftar 
- Tekan tombol Confirmation 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan","- Sistem melanjutkan ke halaman Virtual Account Payment 
- Informasi pembayaran ditampilkan 
- Bank yang dipilih digunakan untuk pembayaran 
- Navigasi halaman berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-064,Scan-to-Order,Virtual Account Payment,,5.26%,[VA Payment Page Display] Verifikasi tampilan halaman Virtual Account Payment,,"Prerequisite: Selesaikan proses pemilihan bank pada metode Virtual Account

Steps:
- Periksa halaman pembayaran yang ditampilkan 
- Periksa informasi metode pembayaran 
- Periksa nama bank yang dipilih 
- Periksa informasi pembayaran pada halaman","- Halaman Virtual Account Payment ditampilkan 
- Informasi metode pembayaran dan bank ditampilkan 
- Detail pembayaran terlihat jelas 
- Tampilan halaman tersusun rapi dan mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-065,Scan-to-Order,Virtual Account Payment,,5.26%,[VA Number Display] Verifikasi tampilan nomor Virtual Account,,"Prerequisite: Buka halaman Virtual Account Payment pada Scan-to-Order

Steps:
- Periksa nomor Virtual Account yang ditampilkan 
- Periksa format nomor yang ditampilkan 
- Periksa posisi nomor pada halaman 
- Pastikan nomor dapat dibaca dengan jelas","- Nomor Virtual Account ditampilkan dengan jelas 
- Nomor sesuai dengan transaksi yang dilakukan 
- Nomor dapat digunakan untuk melakukan pembayaran 
- Tampilan nomor mudah dibaca oleh pengguna",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-066,Scan-to-Order,Virtual Account Payment,,5.26%,[Copy VA Number] Verifikasi fungsi tombol Copy nomor Virtual Account,,"Prerequisite: Buka halaman Virtual Account Payment pada Scan-to-Order

Steps:
- Tekan tombol Copy pada nomor Virtual Account 
- Periksa respons sistem setelah tombol ditekan 
- Tempel nomor pada kolom teks lain untuk verifikasi 
- Periksa nomor yang disalin","- Nomor Virtual Account berhasil disalin 
- Nomor yang disalin sesuai dengan nomor yang ditampilkan 
- Nomor dapat digunakan untuk proses pembayaran 
- Sistem menyalin nomor tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-067,Scan-to-Order,Virtual Account Payment,,5.26%,[Total Payment Display] Verifikasi tampilan total pembayaran pada halaman Virtual Account,,"Prerequisite: Buka halaman Virtual Account Payment pada Scan-to-Order

Steps:
- Periksa bagian Total Payment pada halaman 
- Periksa nilai total pembayaran yang ditampilkan 
- Bandingkan nilai total dengan pesanan 
- Periksa posisi informasi total pembayaran","- Total pembayaran ditampilkan dengan jelas 
- Nilai total sesuai dengan pesanan 
- Informasi total mudah dibaca oleh pengguna 
- Tampilan halaman tetap stabil tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-068,Scan-to-Order,Virtual Account Payment,,5.26%,[Total Payment Detail] Verifikasi tampilan detail total pembayaran,,"Prerequisite: Buka halaman Virtual Account Payment pada Scan-to-Order

Steps:
- Tekan bagian Total Payment untuk membuka detail 
- Periksa informasi detail pembayaran 
- Periksa nilai subtotal serta pajak atau diskon 
- Periksa nilai total akhir pembayaran","- Detail subtotal ditampilkan dengan jelas 
- Informasi pajak atau diskon ditampilkan jika tersedia 
- Total akhir sesuai dengan perhitungan pesanan 
- Informasi pembayaran tersusun rapi dan mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-069,Scan-to-Order,Virtual Account Payment,,5.26%,[Payment Instruction Display] Verifikasi tampilan instruksi pembayaran Virtual Account,,"Prerequisite: Buka halaman Virtual Account Payment pada Scan-to-Order

Steps:
- Periksa bagian How to Pay via Virtual Account 
- Periksa langkah pembayaran yang ditampilkan 
- Periksa kejelasan teks instruksi 
- Pastikan instruksi mudah dipahami pengguna","- Instruksi pembayaran ditampilkan pada halaman 
- Langkah pembayaran dijelaskan secara jelas 
- Informasi mudah dipahami oleh pengguna 
- Tampilan instruksi tersusun rapi",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-070,Scan-to-Order,Virtual Account Payment,,5.26%,[Change Payment Button] Verifikasi fungsi tombol Change Payment,,"Prerequisite: Buka halaman Virtual Account Payment pada Scan-to-Order

Steps:
- Tekan tombol Change Payment 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa daftar metode pembayaran yang tersedia","- Sistem kembali ke halaman Payment Method 
- Pengguna dapat memilih metode pembayaran lain 
- Informasi pesanan tetap tersimpan 
- Navigasi halaman berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-071,Scan-to-Order,Virtual Account Payment,,5.26%,[Processing Payment Display] Verifikasi tampilan Processing Payment,,"Prerequisite: Selesaikan pembayaran melalui bank atau aplikasi

Steps:
- Lakukan pembayaran menggunakan nomor Virtual Account 
- Periksa tampilan setelah pembayaran diproses 
- Periksa indikator proses pembayaran 
- Periksa perubahan halaman","- Sistem menampilkan status Processing Your Payment 
- Sistem memproses konfirmasi pembayaran dari gateway 
- Halaman tidak dapat ditutup selama proses berlangsung 
- Tampilan stabil tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-072,Scan-to-Order,Home,,11.11%,[Remaining Payment Time Display] Verifikasi tampilan sisa waktu pembayaran pada halaman Home saat menggunakan Virtual Account,,"Prerequisite: Buka halaman Home ketika pembayaran Virtual Account masih berlangsung

Steps:
- Periksa bagian Remaining time pada halaman 
- Periksa nilai waktu yang ditampilkan 
- Tunggu beberapa detik 
- Periksa perubahan waktu pada timer","- Sisa waktu pembayaran ditampilkan 
- Timer berjalan mundur secara otomatis 
- Informasi total pembayaran ditampilkan 
- Tampilan informasi mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-073,Scan-to-Order,Home,,11.11%,[Continue Payment Button] Verifikasi fungsi tombol Continue Payment pada halaman Home,,"Prerequisite: Buka halaman Home saat pembayaran Virtual Account masih berlangsung

Steps:
- Tekan tombol Continue Payment 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa informasi pembayaran pada halaman tersebut","- Sistem membuka kembali halaman Virtual Account Payment 
- Informasi pembayaran ditampilkan 
- Detail pembayaran tetap sesuai dengan transaksi 
- Navigasi halaman berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-074,Scan-to-Order,Virtual Account Payment,,5.26%,[Copy VA Number Success] Verifikasi notifikasi berhasil menyalin nomor Virtual Account,,"Prerequisite: Buka halaman Virtual Account Payment pada Scan-to-Order

Steps:
- Tekan tombol Copy pada nomor Virtual Account 
- Periksa respons sistem setelah tombol ditekan 
- Periksa notifikasi yang muncul 
- Periksa nomor yang telah disalin","- Nomor Virtual Account berhasil disalin 
- Notifikasi Code Successfully Copied ditampilkan 
- Nomor dapat ditempelkan pada aplikasi lain 
- Sistem memproses penyalinan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-075,Scan-to-Order,Virtual Account Payment,,5.26%,[Confirm Change Payment Popup] Verifikasi popup konfirmasi perubahan metode pembayaran,,"Prerequisite: Buka halaman Virtual Account Payment pada Scan-to-Order

Steps:
- Tekan tombol Change Payment 
- Periksa popup konfirmasi yang muncul 
- Periksa pesan yang ditampilkan pada popup 
- Periksa opsi tindakan pada popup","- Popup Confirm Changes ditampilkan 
- Pesan konfirmasi perubahan metode pembayaran terlihat jelas 
- Opsi Continue dan Cancel tersedia 
- Tampilan popup stabil tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-076,Scan-to-Order,Virtual Account Payment,,5.26%,[Confirm Change Payment Continue] Verifikasi fungsi tombol Continue pada popup konfirmasi perubahan pembayaran,,"Prerequisite: Buka popup Confirm Changes pada halaman Virtual Account Payment

Steps:
- Tekan tombol Continue pada popup 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa metode pembayaran yang tersedia","- Sistem membatalkan pembayaran Virtual Account 
- Sistem kembali ke halaman Payment Method 
- Pengguna dapat memilih metode pembayaran lain 
- Navigasi halaman berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-077,Scan-to-Order,Virtual Account Payment,,5.26%,[Confirm Change Payment Cancel] Verifikasi fungsi tombol Cancel pada popup konfirmasi perubahan pembayaran,,"Prerequisite: Buka popup Confirm Changes pada halaman Virtual Account Payment

Steps:
- Tekan tombol Cancel pada popup 
- Periksa perubahan tampilan setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa status pembayaran pada halaman","- Popup konfirmasi ditutup 
- Halaman Virtual Account Payment tetap ditampilkan 
- Informasi pembayaran tetap terlihat 
- Sistem tetap stabil tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-078,Scan-to-Order,Payment Success,,8.33%,[Payment Success Display] Verifikasi tampilan halaman Payment Successful setelah pembayaran Virtual Account berhasil,,"Prerequisite: Selesaikan proses pembayaran Virtual Account hingga transaksi berhasil

Steps:
- Periksa halaman yang ditampilkan setelah pembayaran selesai 
- Periksa status pembayaran pada halaman 
- Periksa nilai total pembayaran yang ditampilkan 
- Periksa informasi tambahan pada halaman","- Halaman Payment Successful ditampilkan 
- Status pembayaran berhasil terlihat jelas 
- Total pembayaran ditampilkan dengan benar 
- Tampilan halaman tersusun rapi dan mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-079,Scan-to-Order,Payment Success,,8.33%,[Order Detail Display] Verifikasi tampilan informasi order pada halaman Payment Successful,,"Prerequisite: Buka halaman Payment Successful setelah pembayaran berhasil

Steps:
- Periksa bagian Order Details pada halaman 
- Periksa informasi nomor meja dan tipe order 
- Periksa informasi subtotal dan diskon 
- Periksa nilai total pembayaran yang ditampilkan","- Informasi nomor meja dan tipe order ditampilkan 
- Informasi subtotal dan diskon ditampilkan 
- Total pembayaran sesuai dengan transaksi 
- Informasi order tersusun rapi dan mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-080,Scan-to-Order,Payment Success,,8.33%,[Transaction Detail Display] Verifikasi tampilan informasi transaksi pada halaman Payment Successful,,"Prerequisite: Buka halaman Payment Successful pada Scan-to-Order

Steps:
- Periksa bagian Transaction Details pada halaman 
- Periksa ID transaksi yang ditampilkan 
- Periksa metode pembayaran yang digunakan 
- Periksa referensi transaksi dan tanggal transaksi","- ID transaksi ditampilkan dengan jelas 
- Metode pembayaran Virtual Account ditampilkan 
- Informasi referensi transaksi dan tanggal transaksi ditampilkan 
- Informasi transaksi mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-081,Scan-to-Order,Payment Success,,8.33%,[Download Receipt Button] Verifikasi fungsi tombol Download Receipt,,"Prerequisite: Buka halaman Payment Successful pada Scan-to-Order

Steps:
- Tekan tombol Download Receipt 
- Periksa respons sistem setelah tombol ditekan 
- Periksa apakah file receipt berhasil diunduh 
- Periksa file yang tersimpan pada perangkat","- Sistem mengunduh bukti pembayaran 
- Receipt dapat disimpan oleh pengguna 
- File receipt dapat dibuka dengan normal 
- Proses unduhan berjalan tanpa error",As Expected,DONE,100,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-082,Scan-to-Order,Payment Success,,8.33%,[Receipt Download Success Notification] Verifikasi notifikasi berhasil mengunduh receipt,,"Prerequisite: Buka halaman Payment Successful pada Scan-to-Order

Steps:
- Tekan tombol Download Receipt 
- Periksa notifikasi yang muncul pada layar 
- Periksa pesan notifikasi yang ditampilkan 
- Periksa status unduhan receipt","- Notifikasi Receipt Successfully Downloaded ditampilkan 
- Status unduhan berhasil terlihat 
- File receipt berhasil diunduh ke perangkat 
- Sistem tetap stabil tanpa error",As Expected,DONE,100,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-083,Scan-to-Order,Payment Success,,8.33%,[Back to Menu Button] Verifikasi fungsi tombol Back to Menu,,"Prerequisite: Buka halaman Payment Successful pada Scan-to-Order

Steps:
- Tekan tombol Back to Menu 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa tampilan menu utama","- Sistem kembali ke halaman menu utama 
- Halaman menu ditampilkan dengan normal 
- Navigasi halaman berjalan tanpa error",As Expected,DONE,100,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-084,Scan-to-Order,Virtual Account Payment,,5.26%,[Payment Timeout Display] Verifikasi tampilan notifikasi pembayaran timeout pada Virtual Account,,"Prerequisite: Buka halaman Virtual Account Payment hingga waktu pembayaran habis

Steps:
- Periksa timer pembayaran hingga mencapai nol 
- Periksa popup yang muncul pada layar 
- Periksa pesan yang ditampilkan pada popup 
- Periksa opsi tindakan yang tersedia","- Popup Payment Time Has Ended ditampilkan 
- Pesan bahwa transaksi tidak dapat dilanjutkan ditampilkan 
- Informasi disampaikan dengan jelas kepada pengguna 
- Tampilan popup stabil tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-085,Scan-to-Order,Virtual Account Payment,,5.26%,[Reprocess Payment Button] Verifikasi fungsi tombol Reprocess Payment pada popup timeout,,"Prerequisite: Buka popup Payment Time Has Ended pada halaman Virtual Account Payment

Steps:
- Tekan tombol Reprocess Payment 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa informasi pembayaran pada halaman tersebut","- Sistem memulai ulang proses pembayaran 
- Halaman Virtual Account Payment ditampilkan kembali 
- Informasi pembayaran tetap sesuai dengan pesanan 
- Proses berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-086,Scan-to-Order,Virtual Account Payment,,5.26%,[Back to Menu After Timeout] Verifikasi fungsi tombol Back to Menu saat pembayaran timeout,,"Prerequisite: Buka popup Payment Time Has Ended pada halaman Virtual Account Payment

Steps:
- Tekan tombol Back to Menu 
- Periksa respons sistem setelah tombol ditekan 
- Periksa halaman yang ditampilkan 
- Periksa status pesanan pada sistem","- Sistem kembali ke halaman menu utama 
- Pengguna dapat melakukan pemesanan baru 
- Pesanan sebelumnya tidak diproses sebagai transaksi 
- Navigasi halaman berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-087,Scan-to-Order,Payment Method,,12.50%,[Credit Card Selection] Verifikasi pemilihan metode pembayaran Credit Card,,"Prerequisite: Buka halaman Payment Method pada Scan-to-Order

Steps:
- Pilih metode pembayaran Credit Card 
- Periksa indikator pilihan pada metode tersebut 
- Tekan tombol Select Payment 
- Periksa respons sistem setelah tombol ditekan","- Metode pembayaran Credit Card berhasil dipilih 
- Indikator pilihan aktif muncul pada Credit Card 
- Sistem membuka halaman Card Information 
- Navigasi halaman berjalan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-088,Scan-to-Order,Payment Method,,12.50%,[Card Information Page Display] Verifikasi tampilan halaman Card Information setelah memilih Credit Card,,"Prerequisite: Buka halaman Payment Method pada Scan-to-Order

Steps:
- Pilih metode pembayaran Credit Card 
- Tekan tombol Select Payment 
- Periksa halaman yang ditampilkan 
- Periksa elemen yang tersedia pada halaman","- Halaman Card Information ditampilkan 
- Logo kartu seperti Visa Mastercard dan American Express terlihat 
- Field input kartu tersedia 
- Tampilan halaman tersusun rapi dan mudah dibaca",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-089,Scan-to-Order,Credit Card Payment,,6.67%,[Card Number Field] Verifikasi kolom input nomor kartu pada halaman Card Information,,"Prerequisite: Buka halaman Card Information pada Scan-to-Order

Steps:
- Periksa kolom Card Number pada bagian Card Details 
- Masukkan nomor kartu pada field tersebut 
- Periksa format nomor kartu saat diketik 
- Periksa respons sistem setelah input","- Kolom input nomor kartu tersedia 
- Sistem menerima input nomor kartu 
- Format nomor kartu tampil dengan benar 
- Input field dapat digunakan tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-090,Scan-to-Order,Credit Card Payment,,6.67%,[Card Expiry and CVV Field] Verifikasi kolom input tanggal kadaluarsa dan CVV,,"Prerequisite: Buka halaman Card Information pada Scan-to-Order

Steps:
- Periksa kolom MM/YY dan CVV 
- Masukkan tanggal kadaluarsa kartu pada field MM/YY 
- Masukkan kode CVV pada field CVV 
- Periksa respons sistem setelah input","- Kolom tanggal kadaluarsa tersedia 
- Kolom CVV tersedia 
- Pengguna dapat mengisi data kartu 
- Field menerima input dengan normal",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
D-091,Scan-to-Order,Credit Card Payment,,6.67%,[Card Holder Name Field] Verifikasi kolom input Name on Card,,"Prerequisite: Buka halaman Card Information pada Scan-to-Order

Steps:
- Periksa kolom Name on Card 
- Masukkan nama pemilik kartu pada field tersebut 
- Periksa apakah teks dapat diinput 
- Periksa respons sistem setelah input","- Kolom Name on Card tersedia 
- Nama pemilik kartu dapat dimasukkan 
- Input teks ditampilkan dengan jelas 
- Field berfungsi tanpa error",,TBA,0,[Actual Result: payment untuk saat ini hanya QRIS saja]
